train/delta_std,train/iterations,rollout/return_std,rollout/ep_rew_mean,rollout/ep_len_mean,train/step_size,train/learning_rate,time/total_timesteps,time/time_elapsed,time/fps,eval/mean_ep_length,eval/mean_reward
0.05,744,38.89780044555664,-116.501448375,76.1875,6.427098560379818e-05,0.02,868623,1099,789,,
0.05,745,61.18458557128906,-88.241212375,77.875,4.085996624780819e-05,0.02,869869,1101,789,,
0.05,746,58.705955505371094,-91.875331125,76.125,4.2585113988025114e-05,0.02,871087,1102,789,,
0.05,747,78.10628509521484,-113.173719625,74.75,3.200766514055431e-05,0.02,872283,1104,789,,
0.05,748,67.55054473876953,-80.29779637499999,77.0,3.700932575156912e-05,0.02,873515,1106,789,,
0.05,749,61.33305740356445,-98.98964706250001,82.6875,4.0761049604043365e-05,0.02,874838,1107,789,,
0.05,750,86.14495849609375,-119.82295874999998,91.25,2.902085179812275e-05,0.02,876298,1110,789,,
0.05,751,71.25936889648438,-130.8507093125,79.4375,3.508310328470543e-05,0.02,877569,1111,789,,
0.05,752,90.74468231201172,-131.89967375,77.5,2.754982233454939e-05,0.02,878809,1113,789,,
0.05,753,67.22236633300781,-69.840665875,84.75,3.7190002331044525e-05,0.02,880165,1114,789,,
0.05,754,62.213951110839844,-72.55635849999999,80.0625,4.018391337012872e-05,0.02,881446,1116,789,,
0.05,755,68.47207641601562,-100.9381705625,80.0625,3.651123552117497e-05,0.02,882727,1118,789,,
0.05,756,79.87310028076172,-127.6624095,86.5625,3.1299648981075734e-05,0.02,884112,1120,788,,
0.05,757,40.912662506103516,-72.3385750625,76.625,6.110577669460326e-05,0.02,885338,1122,788,,
0.05,758,67.2071762084961,-82.600684,75.625,3.7198409700067714e-05,0.02,886548,1123,788,,
0.05,759,90.76651763916016,-113.87933456249999,76.4375,2.7543195756152272e-05,0.02,887771,1125,788,,
0.05,760,67.32727813720703,-70.34231787499999,79.125,3.713205296662636e-05,0.02,889037,1126,788,,
0.05,761,80.97225189208984,-103.4172846875,77.3125,3.08747730741743e-05,0.02,890274,1128,788,,
0.05,762,55.88261413574219,-91.2462703125,79.8125,4.473663284443319e-05,0.02,891551,1130,788,,
0.05,763,82.12125396728516,-106.8388561875,76.3125,3.0442786737694405e-05,0.02,892772,1131,789,,
0.05,764,64.76826477050781,-100.89546625,84.9375,3.859915159409866e-05,0.02,894131,1132,789,,
0.05,765,55.09442138671875,-103.07838412500001,84.75,4.53766442660708e-05,0.02,895487,1138,786,,
0.05,766,81.24266052246094,-126.56555143749999,76.6875,3.077201108681038e-05,0.02,896714,1144,783,,
0.05,767,62.93804168701172,-124.01522350000002,80.4375,3.972160629928112e-05,0.02,898001,1146,783,,
0.05,768,52.467010498046875,-79.991710375,77.4375,4.7648984036641195e-05,0.02,899240,1147,783,,
,,,,,,,900000,,,79.2,-81.6530871456489
0.05,769,76.99501037597656,-133.5505056875,84.875,3.246963751735166e-05,0.02,900598,1149,783,,
0.05,770,87.87232208251953,-113.18050999999998,83.9375,2.8450367608456872e-05,0.02,901941,1150,783,,
0.05,771,81.78923034667969,-54.197864124999995,82.4375,3.0566370696760714e-05,0.02,903260,1152,783,,
0.05,772,84.04349517822266,-99.1236429375,82.6875,2.9746501240879297e-05,0.02,904583,1153,784,,
0.05,773,73.38949584960938,-72.277554125,86.0625,3.406481846468523e-05,0.02,905960,1155,784,,
0.05,774,56.376502990722656,-62.30185656250001,84.375,4.43447133875452e-05,0.02,907310,1157,784,,
0.05,775,49.58185577392578,-102.223436875,76.6875,5.0421669584466144e-05,0.02,908537,1158,784,,
0.05,776,76.73026275634766,-88.8298688125,84.75,3.2581669074716046e-05,0.02,909893,1160,784,,
0.05,777,111.02163696289062,-56.9461659375,95.9375,2.251813384646084e-05,0.02,911428,1161,784,,
0.05,778,84.44764709472656,-115.03579643749998,80.875,2.960413803521078e-05,0.02,912722,1163,784,,
0.05,779,84.1314468383789,-79.4637329375,85.1875,2.9715403798036277e-05,0.02,914085,1164,784,,
0.05,780,84.97333526611328,-79.735982375,86.4375,2.942099490610417e-05,0.02,915468,1166,785,,
0.05,781,54.2591552734375,-45.3530431875,84.875,4.607517257682048e-05,0.02,916826,1167,785,,
0.05,782,89.30023956298828,-82.6544690625,84.875,2.7995443815598264e-05,0.02,918184,1168,785,,
0.05,783,76.50247955322266,-89.0830244375,85.1875,3.2678679417585954e-05,0.02,919547,1170,785,,
0.05,784,94.97157287597656,-98.73651662500001,84.875,2.6323667043470778e-05,0.02,920905,1171,786,,
0.05,785,39.177940368652344,-77.3286959375,75.6875,6.381142156897113e-05,0.02,922116,1172,786,,
0.05,786,53.106998443603516,-86.39354,81.0625,4.7074772737687454e-05,0.02,923413,1173,786,,
0.05,787,86.95018005371094,-88.84762437500001,78.5,2.8752097932738252e-05,0.02,924669,1175,786,,
0.05,788,71.5006332397461,-82.89368525,74.5,3.4964723454322666e-05,0.02,925861,1176,786,,
0.05,789,54.51265335083008,-79.49706975000001,84.125,4.5860910176998004e-05,0.02,927207,1177,787,,
0.05,790,42.88801956176758,-64.203169625,83.375,5.829133442603052e-05,0.02,928541,1179,787,,
0.05,791,104.67595672607422,-60.37613681249999,81.125,2.3883229005150497e-05,0.02,929839,1180,787,,
0.05,792,102.87350463867188,-99.7880646875,84.5625,2.4301689336425625e-05,0.02,931192,1181,787,,
0.05,793,67.83402252197266,-81.928476875,81.0,3.6854660720564425e-05,0.02,932488,1183,788,,
0.05,794,81.07994079589844,-107.96768043750001,88.5625,3.083376577706076e-05,0.02,933905,1184,788,,
0.05,795,86.91728210449219,-58.489160625,83.25,2.8762979127350263e-05,0.02,935237,1185,788,,
0.05,796,76.47053527832031,-95.8364459375,84.875,3.269232911407016e-05,0.02,936595,1187,788,,
0.05,797,60.98455810546875,-65.94950987499999,85.9375,4.099398211110383e-05,0.02,937970,1188,789,,
0.05,798,96.03515625,-110.7056259375,77.5625,2.6032132154796273e-05,0.02,939211,1189,789,,
0.05,799,82.21942901611328,-115.431247125,81.1875,3.0406437872443348e-05,0.02,940510,1191,789,,
0.05,800,53.03962326049805,-72.49512362499999,78.6875,4.713457019533962e-05,0.02,941769,1192,789,,
0.05,801,84.68171691894531,-85.326818875,75.9375,2.952231079689227e-05,0.02,942984,1193,789,,
0.05,802,71.91167449951172,-98.105423875,85.625,3.476487108855508e-05,0.02,944354,1195,790,,
0.05,803,38.45340347290039,-79.12795181249999,80.1875,6.50137517368421e-05,0.02,945637,1196,790,,
0.05,804,101.76303100585938,-65.63924549999999,83.625,2.456687798257917e-05,0.02,946975,1197,790,,
0.05,805,84.3825454711914,-108.9977936875,91.4375,2.9626979085151106e-05,0.02,948438,1199,790,,
0.05,806,57.932640075683594,-64.4570508125,76.25,4.315356636652723e-05,0.02,949658,1200,791,,
0.05,807,137.30458068847656,-114.55510293750001,84.0,1.8207694665761665e-05,0.02,951002,1201,791,,
0.05,808,58.406837463378906,-93.72748293750001,87.1875,4.2803207179531455e-05,0.02,952397,1203,791,,
0.05,809,138.88002014160156,-94.50465306250001,99.125,1.8001150237978436e-05,0.02,953983,1204,791,,
0.05,810,102.27653503417969,-106.19184212500002,83.0,2.444353413011413e-05,0.02,955311,1206,791,,
0.05,811,59.50699234008789,-73.436558,81.8125,4.201186675345525e-05,0.02,956620,1207,792,,
0.05,812,62.447574615478516,-46.173148749999996,87.8125,4.003358117188327e-05,0.02,958025,1209,792,,
0.05,813,82.36197662353516,-65.6284860625,82.375,3.035381087101996e-05,0.02,959343,1210,792,,
0.05,814,91.62950897216797,-50.5540245625,92.875,2.728378603933379e-05,0.02,960829,1212,792,,
0.05,815,97.99989318847656,-128.722218875,85.25,2.5510231353109702e-05,0.02,962193,1213,792,,
0.05,816,86.22201538085938,-91.6456199375,83.1875,2.899491482821759e-05,0.02,963524,1214,793,,
0.05,817,41.78596115112305,-69.4257595,85.0,5.9828704252140597e-05,0.02,964884,1216,793,,
0.05,818,72.2355728149414,-86.0281528125,90.3125,3.460898733465001e-05,0.02,966329,1217,793,,
0.05,819,85.77597045898438,-103.95529325,90.125,2.9145690859877504e-05,0.02,967771,1219,793,,
0.05,820,67.41265106201172,-88.99139643749999,79.375,3.7085024814587086e-05,0.02,969041,1220,794,,
0.05,821,42.52259063720703,-55.627412812500005,83.0625,5.879228046978824e-05,0.02,970370,1221,794,,
0.05,822,61.31437301635742,-89.1304606875,87.8125,4.077347330166958e-05,0.02,971775,1223,794,,
0.05,823,86.5307388305664,-110.9584336875,89.5625,2.8891467081848532e-05,0.02,973208,1225,794,,
0.05,824,73.98971557617188,-70.30682862500001,83.3125,3.378848123247735e-05,0.02,974541,1232,790,,
0.05,825,109.13849639892578,-61.497092625,93.25,2.2906673621037044e-05,0.02,976033,1236,789,,
0.05,826,47.48702621459961,-59.8376973125,80.0,5.264595529297367e-05,0.02,977313,1238,789,,
0.05,827,113.22384643554688,-115.099012375,84.5,2.2080153939896263e-05,0.02,978665,1240,789,,
0.05,828,107.29126739501953,-73.14983437500001,82.5625,2.330105780856684e-05,0.02,979986,1241,789,,
0.05,829,37.294456481933594,-66.2676086875,89.5625,6.703408871544525e-05,0.02,981419,1243,789,,
0.05,830,66.35786437988281,-82.8801795,86.4375,3.7674508348573e-05,0.02,982802,1245,789,,
0.05,831,126.26911926269531,-22.043240687500003,120.5625,1.9798981156782247e-05,0.02,984731,1247,789,,
0.05,832,103.19363403320312,-93.46268750000002,87.75,2.4226299501606263e-05,0.02,986135,1248,789,,
0.05,833,112.45236206054688,-46.602085625,89.375,2.2231635739444755e-05,0.02,987565,1250,789,,
0.05,834,54.590999603271484,-46.8868400625,90.625,4.579509550239891e-05,0.02,989015,1251,790,,
0.05,835,107.17549896240234,-66.377734875,97.4375,2.33262253459543e-05,0.02,990574,1253,790,,
0.05,836,114.7171859741211,-73.77619493750001,118.75,2.179272451030556e-05,0.02,992474,1255,790,,
0.05,837,105.95648956298828,-42.123998375,94.0,2.359459176659584e-05,0.02,993978,1256,790,,
0.05,838,59.68367385864258,-89.987353875,79.25,4.188750244793482e-05,0.02,995246,1258,791,,
0.05,839,90.3603744506836,-37.37099,95.375,2.76669943559682e-05,0.02,996772,1259,791,,
0.05,840,121.87007141113281,-60.106173062500005,92.875,2.0513651179498993e-05,0.02,998258,1261,791,,
0.05,841,73.69229888916016,-77.98349668750001,83.75,3.392484723008238e-05,0.02,999598,1262,791,,
,,,,,,,1000000,,,77.8,-67.32106001153588
0.05,842,60.930397033691406,-55.6816105625,85.0625,4.103042010683566e-05,0.02,1000959,1264,791,,
0.05,843,67.43309783935547,-76.2730111875,80.8125,3.7073779822094366e-05,0.02,1002252,1265,791,,
0.05,844,49.878509521484375,-68.928261125,75.5,5.012178735341877e-05,0.02,1003460,1267,791,,
0.05,845,102.06462097167969,-57.0947501875,82.3125,2.4494285753462464e-05,0.02,1004777,1268,792,,
0.05,846,41.867759704589844,-85.873188,78.4375,5.971181599306874e-05,0.02,1006032,1269,792,,
0.05,847,66.5000991821289,-56.21639437500001,86.8125,3.7593930755974725e-05,0.02,1007421,1271,792,,
0.05,848,56.09809112548828,-83.504295375,80.0625,4.456479291548021e-05,0.02,1008702,1272,792,,
0.05,849,64.51058959960938,-71.84809606249999,83.1875,3.87533254979644e-05,0.02,1010033,1273,792,,
0.05,850,72.7806625366211,-68.9961536875,85.375,3.434978498262353e-05,0.02,1011399,1275,793,,
0.05,851,48.207763671875,-37.1485335625,78.625,5.1858867664122954e-05,0.02,1012657,1276,793,,
0.05,852,95.11420440673828,-47.801869999999994,91.875,2.6284189516445622e-05,0.02,1014127,1277,793,,
0.05,853,99.95368957519531,-41.9949828125,100.4375,2.501158269296866e-05,0.02,1015734,1279,793,,
0.05,854,84.12742614746094,-78.538413625,85.8125,2.9716824428760447e-05,0.02,1017107,1280,794,,
0.05,855,45.35689163208008,-59.773728625,84.375,5.511841663974337e-05,0.02,1018457,1282,794,,
0.05,856,84.93636322021484,-73.9495108125,89.8125,2.9433800591505133e-05,0.02,1019894,1283,794,,
0.05,857,98.70109558105469,-36.782335562499995,147.0625,2.5328998162876815e-05,0.02,1022247,1287,794,,
0.05,858,99.93538665771484,-46.6646173125,85.375,2.501616472727619e-05,0.02,1023613,1288,794,,
0.05,859,129.54246520996094,-77.6371344375,91.8125,1.9298689949209802e-05,0.02,1025082,1290,794,,
0.05,860,143.61854553222656,-53.131396187499995,105.3125,1.7407221093890257e-05,0.02,1026767,1291,794,,
0.05,861,83.48362731933594,-34.3877460625,100.3125,2.994598980876617e-05,0.02,1028372,1293,795,,
0.05,862,114.12409210205078,-48.5322755,110.4375,2.1905978428549133e-05,0.02,1030139,1295,795,,
0.05,863,163.42347717285156,-44.1765494375,154.6875,1.529767905594781e-05,0.02,1032614,1298,795,,
0.05,864,173.99903869628906,-50.963295187499995,129.5625,1.436789443687303e-05,0.02,1034687,1301,795,,
0.05,865,121.91683959960938,-62.8222845,118.0625,2.050578041234985e-05,0.02,1036576,1303,795,,
0.05,866,127.32259368896484,-55.4691231875,104.25,1.963516479008831e-05,0.02,1038244,1305,795,,
0.05,867,139.99282836914062,31.761407687500004,110.8125,1.7858057617559098e-05,0.02,1040017,1307,795,,
0.05,868,141.55963134765625,-41.604947875,109.0625,1.7660402590990998e-05,0.02,1041762,1308,795,,
0.05,869,86.91626739501953,-57.42049562500001,98.25,2.876331564038992e-05,0.02,1043334,1314,793,,
0.05,870,134.82742309570312,-59.643322125000005,118.0,1.8542221368988976e-05,0.02,1045222,1320,791,,
0.05,871,81.19151306152344,-78.1778055,85.3125,3.0791394237894565e-05,0.02,1046587,1322,791,,
0.05,872,68.98582458496094,-69.07401850000001,85.375,3.623932570917532e-05,0.02,1047953,1324,791,,
0.05,873,184.9630889892578,-113.34537449999999,78.5625,1.3516209946828894e-05,0.02,1049210,1326,791,,
0.05,874,64.72085571289062,-59.2526316875,78.75,3.8627425965387374e-05,0.02,1050470,1327,791,,
0.05,875,52.1827507019043,-71.9000064375,74.4375,4.790855018654838e-05,0.02,1051661,1328,791,,
0.05,876,80.84234619140625,-101.2637566875,78.875,3.092438782914542e-05,0.02,1052923,1329,791,,
0.05,877,98.36180114746094,-44.3881483125,91.5,2.5416369680897333e-05,0.02,1054387,1331,792,,
0.05,878,85.53034210205078,-55.840967875000004,89.6875,2.922939347627107e-05,0.02,1055822,1332,792,,
0.05,879,88.3262939453125,-79.43908987500001,255.625,2.8304142688284628e-05,0.02,1059912,1344,788,,
0.05,880,96.92587280273438,-32.80679562500001,87.4375,2.5792905944399536e-05,0.02,1061311,1345,788,,
0.05,881,94.59622192382812,-76.783136375,88.3125,2.6428117053001188e-05,0.02,1062724,1347,788,,
0.05,882,63.557735443115234,-61.5145403125,75.5625,3.933431435143575e-05,0.02,1063933,1348,788,,
0.05,883,83.6005630493164,-106.76345512500001,80.125,2.990410393977072e-05,0.02,1065215,1349,789,,
0.05,884,63.98637771606445,-53.141490625,77.375,3.90708155464381e-05,0.02,1066453,1350,789,,
0.05,885,50.50482177734375,-68.3836068125,74.6875,4.950022048433311e-05,0.02,1067648,1352,789,,
0.05,886,31.189729690551758,-37.393431375,74.1875,8.015459025045857e-05,0.02,1068835,1353,789,,
0.05,887,60.1213264465332,-72.607298,78.4375,4.158258525421843e-05,0.02,1070090,1354,790,,
0.05,888,79.32182312011719,-86.18747106250001,74.8125,3.1517178285866976e-05,0.02,1071287,1355,790,,
0.05,889,69.31085205078125,-73.205300625,80.1875,3.606938844313845e-05,0.02,1072570,1356,790,,
0.05,890,48.93877410888672,-56.145047812499996,80.4375,5.108424011268653e-05,0.02,1073857,1358,790,,
0.05,891,52.39984893798828,-51.459598812500005,79.5,4.771006206283346e-05,0.02,1075129,1359,790,,
0.05,892,120.95987701416016,0.3259974374999981,144.125,2.0668010620283894e-05,0.02,1077435,1363,790,,
0.05,893,79.38324737548828,-69.32614837499999,90.1875,3.149278927594423e-05,0.02,1078878,1364,790,,
0.05,894,66.88766479492188,-75.6862823125,95.4375,3.737609586096369e-05,0.02,1080405,1366,790,,
0.05,895,100.36253356933594,-52.6739279375,89.6875,2.490969382051844e-05,0.02,1081840,1367,790,,
0.05,896,112.07441711425781,-54.3238095625,84.1875,2.23066072067013e-05,0.02,1083187,1369,791,,
0.05,897,60.21893310546875,-56.55839137500001,94.4375,4.151518442085944e-05,0.02,1084698,1370,791,,
0.05,898,86.23222351074219,-51.933653625,87.4375,2.8991482395213097e-05,0.02,1086097,1372,791,,
0.05,899,100.21683502197266,-61.40352012500001,128.1875,2.4945908080553636e-05,0.02,1088148,1375,791,,
0.05,900,60.128726959228516,-53.1291420625,84.75,4.1577462980058044e-05,0.02,1089504,1376,791,,
0.05,901,47.931095123291016,-36.2803995,81.25,5.2158207836328074e-05,0.02,1090804,1378,791,,
0.05,902,72.8564682006836,-55.60361706249999,300.3125,3.4314041840843856e-05,0.02,1095609,1423,769,,
0.05,903,52.89155197143555,-72.06547575,86.875,4.726653060060926e-05,0.02,1096999,1425,769,,
0.05,904,92.58124542236328,-123.503385,89.1875,2.700330878724344e-05,0.02,1098426,1426,769,,
0.05,905,43.18061828613281,-53.2787274375,86.0625,5.789634815300815e-05,0.02,1099803,1428,769,,
,,,,,,,1100000,,,74.6,-89.78794587180019
0.05,906,153.88153076171875,-17.005484124999995,127.4375,1.624626384000294e-05,0.02,1101842,1430,770,,
0.05,907,78.97279357910156,-64.64494618750001,88.5625,3.16564692184329e-05,0.02,1103259,1432,770,,
0.05,908,125.30414581298828,-29.7241165,123.0625,1.9951456124545075e-05,0.02,1105228,1434,770,,
0.05,909,116.18142700195312,-62.78917475,105.125,2.1518068024306558e-05,0.02,1106910,1436,770,,
0.05,910,119.8118667602539,-73.2320185625,276.6875,2.0866045815637335e-05,0.02,1111337,1456,763,,
0.05,911,68.4555892944336,-53.580305812499994,91.0625,3.65200248779729e-05,0.02,1112794,1457,763,,
0.05,912,84.82418823242188,-92.7948206875,101.625,2.947272514575161e-05,0.02,1114420,1459,763,,
0.05,913,103.62201690673828,-14.6337454375,115.6875,2.412614594504703e-05,0.02,1116271,1461,763,,
0.05,914,119.86701202392578,-44.159632312499994,135.75,2.0856447008554824e-05,0.02,1118443,1465,763,,
0.05,915,89.08190155029297,-113.2402275625,113.25,2.8064061552868225e-05,0.02,1120255,1467,763,,
0.05,916,107.67530822753906,-77.3466355625,124.0,2.3217950001708232e-05,0.02,1122239,1469,763,,
0.05,917,137.57130432128906,-73.1258365,99.625,1.817239353840705e-05,0.02,1123833,1471,763,,
0.05,918,95.42369842529297,-63.9972984375,100.25,2.6198940759059042e-05,0.02,1125437,1473,764,,
0.05,919,102.09669494628906,-28.406406937499995,90.75,2.4486591428285465e-05,0.02,1126889,1474,764,,
0.05,920,75.01221466064453,-75.722205375,87.25,3.332790220156312e-05,0.02,1128285,1475,764,,
0.05,921,57.24824905395508,-78.679089875,85.9375,4.3669457227224484e-05,0.02,1129660,1477,764,,
0.05,922,138.8878173828125,-49.279376187500006,118.75,1.8000138879870065e-05,0.02,1131560,1479,764,,
0.05,923,104.34703063964844,-27.614823875,143.5,2.3958515157573856e-05,0.02,1133856,1484,763,,
0.05,924,58.232418060302734,-33.496653312499994,80.375,4.2931413190672174e-05,0.02,1135142,1485,764,,
0.05,925,116.70716094970703,-40.6430691875,126.3125,2.1421135897981003e-05,0.02,1137163,1494,760,,
0.05,926,140.18252563476562,-33.4442858125,156.5625,1.7833890524343587e-05,0.02,1139668,1500,759,,
0.05,927,148.7816619873047,-49.3654341875,121.5625,1.68031456269091e-05,0.02,1141613,1503,759,,
0.05,928,166.31820678710938,-50.903695125,113.625,1.5031427210487891e-05,0.02,1143431,1505,759,,
0.05,929,182.04269409179688,4.343724999999999,322.5,1.3733041669183876e-05,0.02,1148591,1534,748,,
0.05,930,93.67385864257812,-77.69122812500001,99.4375,2.6688341677072458e-05,0.02,1150182,1536,748,,
0.05,931,85.73780059814453,-11.699746624999994,98.5625,2.9158665711292997e-05,0.02,1151759,1538,748,,
0.05,932,149.35333251953125,-38.3312409375,141.3125,1.6738829799578525e-05,0.02,1154020,1541,748,,
0.05,933,74.25367736816406,-74.4454905,98.9375,3.3668366086203605e-05,0.02,1155603,1543,748,,
0.05,934,100.24329376220703,-76.0511395,102.0,2.49393233389128e-05,0.02,1157235,1545,748,,
0.05,935,145.5335235595703,-73.51020943750001,311.75,1.717817212920636e-05,0.02,1162223,1559,745,,
0.05,936,72.19083404541016,-98.02667500000001,100.9375,3.463043685769662e-05,0.02,1163838,1561,745,,
0.05,937,61.189064025878906,-68.1468014375,96.25,4.085697219124995e-05,0.02,1165378,1562,745,,
0.05,938,105.9618911743164,-13.9184068125,121.9375,2.3593387595610693e-05,0.02,1167329,1569,743,,
0.05,939,55.05635070800781,-63.08066918750001,80.5,4.5408021833281964e-05,0.02,1168617,1573,742,,
0.05,940,114.32207489013672,-61.303534437500005,127.8125,2.1868043404538184e-05,0.02,1170662,1577,742,,
